SensoriaRawDataFormat: 4.0
FirmwareRevision: 1.1.5.232D
DeviceName: Sensoria-C1-149B
SerialNumber: 994AF16EC5C9AA6E
Location: 0x0000
Start: 2024-02-27T10:51:48-08:00
SamplingFrequency: 50
AfeName: N/A
AfeUnits: N/A
(null)
(null)
(null)
(null)
(null)
(null)
(null)
(null)

Tag,AutoTag,Tick,T,S0,S1,S2,Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz,HRM,S3,S4,S5,S6,S7,CS0,CS1,CS2,CS3,CS4,CS5,CS6,CS7,RSSI,Timestamp,Zero
,,501,1540,318,204,198,0.019531,0.026367,0.996094,0.070000,-3.150000,-1.400000,-0.636414,-0.192720,-1.272536,,166,150,132,120,900,,,,,,,,,-39,10:51:49.972,
,,502,1560,335,222,205,0.018555,0.026855,1.001953,-0.070000,-3.080000,-1.470000,-0.636414,-0.192720,-1.272536,,172,155,134,122,902,,,,,,,,,-39,10:51:50.000,
,,503,1580,335,224,208,0.018555,0.027832,0.996582,0.070000,-3.220000,-1.470000,-0.635538,-0.196078,-1.258228,,175,154,135,123,902,,,,,,,,,-39,10:51:50.032,
,,504,1600,335,223,208,0.019531,0.031738,1.000000,-0.070000,-3.080000,-1.470000,-0.637436,-0.191260,-1.268740,,175,153,136,123,901,,,,,,,,,-39,10:51:50.032,
,,505,1620,334,223,209,0.020508,0.031250,0.997070,-0.070000,-3.080000,-1.400000,-0.635392,-0.193304,-1.257206,,175,155,137,123,900,,,,,,,,,-39,10:51:50.060,
,,506,1640,335,224,210,0.020020,0.026855,0.997559,-0.070000,-3.150000,-1.470000,-0.634370,-0.195932,-1.254578,,177,157,139,123,904,,,,,,,,,-39,10:51:50.091,
,,507,1660,336,222,209,0.020996,0.025879,0.997070,-0.210000,-3.150000,-1.400000,-0.634370,-0.195932,-1.254578,,177,156,137,122,903,,,,,,,,,-39,10:51:50.092,
,,508,1680,335,223,208,0.021484,0.027344,0.994141,0.000000,-3.220000,-1.400000,-0.637144,-0.194034,-1.265674,,177,155,136,122,901,,,,,,,,,-39,10:51:50.120,
,,509,1700,334,224,208,0.020996,0.029297,0.998047,-0.070000,-3.150000,-1.470000,-0.636268,-0.196370,-1.266988,,177,155,137,122,901,,,,,,,,,-39,10:51:50.151,
,,510,1720,335,222,208,0.020996,0.027832,0.994141,-0.070000,-3.150000,-1.400000,-0.635538,-0.192282,-1.262754,,177,156,136,123,903,,,,,,,,,-39,10:51:50.152,
